YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,T2M,T2MDEW,T2M_MAX,T2M_MIN,TS,WS10M,WD10M,WS50M,WD50M,PS,PRECTOTCORR,RH2M
2001,8,20,4.08,0.4,434.63,74.41,119.84,1.09,9.18,0.22,34.38,7.62,42.95,27.44,34.71,3.89,212.56,5.68,223.5,96.49,0.05,22.31
2001,8,21,6.57,0.65,391.91,121.85,127.24,1.79,15.26,0.35,29.59,14.85,36.01,23.68,31.94,4.72,31.75,5.93,30.38,96.74,0.0,44.5
2001,8,22,7.45,0.74,358.7,138.51,139.12,2.09,17.78,0.41,28.4,9.77,35.93,21.26,30.83,4.85,219.81,6.33,233.75,96.88,0.0,35.44
2001,8,23,7.24,0.72,367.72,134.62,137.09,1.95,17.21,0.39,26.9,11.66,34.86,18.43,30.66,2.83,152.44,3.98,146.5,96.92,0.0,46.12
2001,8,24,6.88,0.69,378.95,127.91,132.45,1.87,16.2,0.38,27.5,13.49,34.73,21.26,30.99,3.1,135.94,3.84,149.81,96.92,0.14,47.69
2001,8,25,6.36,0.64,392.79,119.3,129.96,1.74,15.11,0.34,27.3,15.4,33.67,20.23,31.01,2.7,141.88,3.34,145.62,96.96,0.25,52.06
2001,8,26,6.5,0.66,390.98,121.71,127.72,1.8,15.28,0.36,27.77,15.79,33.69,22.14,31.19,3.64,127.06,4.13,127.31,96.99,0.08,51.38
2001,8,27,6.9,0.7,391.96,129.6,130.26,1.88,16.36,0.38,28.43,16.62,37.37,21.19,31.92,3.24,146.06,3.75,149.38,96.84,0.06,54.38
2001,8,28,6.83,0.7,387.29,126.67,127.49,1.8,15.88,0.36,29.44,15.24,37.48,22.63,32.64,2.56,108.38,3.09,118.81,96.69,0.02,48.44
2001,8,29,7.11,0.73,376.65,131.2,131.96,1.98,16.7,0.39,29.97,10.51,38.59,22.12,32.66,1.66,182.12,2.26,185.12,96.66,0.0,36.38
2001,8,30,6.07,0.62,402.09,113.12,125.68,1.77,14.41,0.35,31.03,9.44,39.41,24.18,33.33,2.22,224.0,3.02,227.62,96.58,0.14,28.88
2001,8,31,5.05,0.52,406.48,94.17,123.5,1.51,12.13,0.3,29.8,13.5,37.14,22.68,31.84,3.33,139.0,4.27,139.56,96.68,0.97,41.25
2001,9,1,4.17,0.44,410.09,76.62,119.53,1.16,9.86,0.23,29.83,15.01,36.48,23.36,31.52,3.0,139.5,4.17,141.25,96.68,0.05,45.12
2001,9,2,5.47,0.57,386.07,102.01,119.95,1.55,12.92,0.3,26.91,17.29,34.33,21.3,29.4,4.88,50.5,5.67,51.0,96.67,1.49,59.56
2001,9,3,6.37,0.67,383.69,119.76,123.44,1.83,15.16,0.36,25.45,16.0,32.45,19.79,28.11,3.41,80.69,3.95,78.81,96.88,2.13,59.12
2001,9,4,6.27,0.66,394.01,116.27,117.68,1.64,14.41,0.33,28.56,13.88,37.62,20.15,30.3,2.06,223.56,2.83,228.38,96.85,0.19,45.44
2001,9,5,6.37,0.68,378.57,117.77,118.31,1.7,14.57,0.34,28.73,13.3,35.95,23.39,30.49,4.02,262.88,5.62,260.81,96.73,0.12,40.25
2001,9,6,6.01,0.64,378.08,112.13,117.13,1.66,13.97,0.33,26.3,15.9,34.05,20.39,28.3,2.29,185.25,3.06,188.69,96.75,2.68,55.25
2001,9,7,4.6,0.49,376.7,85.59,112.73,1.33,10.68,0.26,23.44,16.39,26.75,20.12,23.68,3.95,241.06,5.2,241.56,96.79,7.25,65.94
2001,9,8,6.42,0.7,348.19,118.47,125.13,1.71,15.07,0.34,22.75,12.69,29.86,16.16,24.78,4.13,273.44,5.84,272.69,97.02,0.01,57.69
2001,9,9,6.57,0.72,352.44,121.11,124.05,1.77,15.41,0.35,25.76,12.29,34.41,16.93,27.23,3.59,264.62,5.05,266.56,96.8,0.0,48.69
2001,9,10,6.24,0.69,370.25,115.9,117.27,1.59,14.42,0.32,27.33,12.31,35.62,21.3,29.13,2.33,177.88,3.57,180.5,96.54,0.03,42.5
2001,9,11,6.24,0.69,351.1,115.16,119.87,1.62,14.5,0.33,24.27,12.3,32.19,18.42,26.83,2.87,118.5,4.15,115.88,96.85,0.0,51.31
2001,9,12,5.82,0.65,364.93,108.15,117.34,1.62,13.7,0.32,23.23,10.55,30.35,16.68,25.44,2.37,153.75,2.98,157.06,97.12,0.18,46.62
2001,9,13,5.72,0.64,370.83,105.48,114.93,1.48,13.25,0.3,24.74,13.91,31.37,18.1,27.26,2.02,151.81,2.8,160.75,97.13,0.34,54.88
2001,9,14,5.79,0.65,378.34,106.62,113.4,1.51,13.39,0.3,25.91,13.89,33.51,19.05,27.41,3.89,220.75,5.62,222.69,96.64,0.83,52.88
2001,9,15,5.69,0.64,381.95,106.67,110.98,1.51,13.28,0.3,26.48,12.94,33.17,20.54,28.29,2.77,215.5,4.48,217.75,96.69,2.13,45.5
2001,9,16,5.88,0.67,374.48,110.3,111.46,1.53,13.71,0.3,24.87,15.01,32.8,18.5,27.15,2.36,130.56,3.28,135.5,96.78,1.16,57.31
2001,9,17,5.51,0.63,362.71,102.02,110.88,1.42,12.84,0.28,22.33,13.83,27.74,17.89,24.9,2.99,83.25,3.72,84.0,96.45,0.69,59.75
2001,9,18,3.93,0.45,370.09,71.52,105.76,1.05,9.26,0.21,22.42,15.08,28.17,17.7,24.1,3.42,116.56,4.33,117.56,96.59,2.4,65.44
2001,9,19,4.91,0.57,377.24,90.51,104.51,1.3,11.32,0.26,22.57,15.77,28.12,18.15,24.73,4.24,92.69,5.12,93.31,96.89,1.79,68.12
2001,9,20,4.36,0.51,394.09,81.2,104.98,1.24,10.22,0.24,24.17,18.36,30.94,19.15,26.1,3.54,93.5,4.31,94.75,96.82,2.6,72.88
2001,9,21,5.02,0.59,388.67,93.63,105.73,1.41,11.71,0.28,24.57,18.04,31.44,19.47,26.07,3.41,36.25,4.48,35.19,96.65,1.86,71.19
2001,9,22,5.33,0.63,389.49,99.45,104.7,1.4,12.39,0.28,25.0,17.98,32.67,19.28,26.41,3.05,118.94,4.13,120.69,96.5,1.32,69.69
2001,9,23,5.28,0.63,378.77,96.59,103.34,1.34,12.0,0.27,26.87,13.5,36.08,19.71,27.08,3.98,218.75,5.91,219.19,96.23,0.02,54.06
2001,9,24,5.43,0.66,372.81,100.5,101.01,1.33,12.3,0.27,24.62,15.5,31.74,18.76,26.36,4.4,100.25,5.85,100.75,96.7,0.04,60.62
2001,9,25,4.76,0.58,375.98,89.04,105.43,1.3,11.28,0.26,23.14,15.76,28.71,17.97,24.84,2.66,73.5,4.02,74.25,97.15,2.13,65.75
2001,9,26,5.15,0.63,371.6,96.71,103.09,1.37,12.12,0.27,22.34,16.12,27.01,17.92,23.19,3.08,70.38,4.52,71.0,97.28,0.46,69.75
2001,9,27,3.74,0.46,369.51,69.66,98.78,1.01,8.86,0.2,20.19,16.01,24.15,16.97,20.96,2.56,93.81,3.71,95.12,97.15,0.97,77.69
2001,9,28,5.46,0.67,364.29,101.16,101.8,1.32,12.45,0.27,22.83,15.72,30.15,16.84,24.45,2.17,100.94,3.05,103.31,96.95,0.7,67.75
2001,9,29,4.2,0.52,386.57,78.27,95.42,1.09,9.75,0.21,23.17,19.33,28.28,19.31,24.19,2.55,128.25,3.68,129.56,96.88,6.49,81.06
2001,9,30,4.23,0.53,389.55,79.06,98.59,1.12,10.02,0.22,22.8,19.99,27.71,20.05,23.63,3.22,67.31,4.59,67.88,96.95,11.06,85.56
2001,10,1,4.48,0.57,376.54,84.15,98.25,1.15,10.59,0.23,21.9,17.68,26.38,18.08,22.89,4.32,56.25,5.9,56.38,97.31,4.11,78.88
2001,10,2,5.27,0.67,362.6,98.56,99.41,1.24,12.15,0.25,21.99,16.73,28.58,16.27,23.44,2.65,94.81,3.88,96.06,97.44,0.18,74.69
2001,10,3,5.1,0.66,366.26,94.38,97.34,1.21,11.61,0.24,23.62,16.3,31.3,19.04,24.56,1.27,152.38,1.91,161.0,97.22,0.01,68.62
2001,10,4,5.29,0.69,363.77,98.32,99.01,1.19,12.13,0.24,25.51,14.03,34.23,18.81,26.29,2.12,205.5,3.23,217.44,96.97,0.06,54.69
2001,10,5,4.34,0.57,382.89,79.59,91.12,1.04,9.84,0.2,26.56,12.48,34.61,20.26,26.42,4.75,267.06,7.25,267.38,96.95,0.02,45.75
2001,10,6,4.41,0.58,377.6,79.67,85.39,0.95,9.59,0.19,27.23,10.28,36.79,20.56,26.59,3.77,210.81,5.88,212.06,96.85,0.0,38.31
2001,10,7,4.34,0.58,384.67,79.3,83.45,0.98,9.49,0.2,26.39,13.56,35.24,20.15,26.73,2.64,150.81,3.74,153.06,96.85,0.21,49.56
2001,10,8,4.24,0.57,375.99,78.45,88.7,1.1,9.69,0.22,22.32,16.31,25.98,18.94,22.85,2.34,132.12,3.32,133.75,97.09,0.38,70.12
2001,10,9,4.51,0.61,365.35,82.43,85.76,1.06,10.02,0.21,23.58,15.68,31.23,17.74,24.17,2.54,161.12,3.76,162.31,97.01,0.16,66.94
2001,10,10,4.55,0.62,374.28,84.15,87.49,1.09,10.22,0.22,24.24,16.15,32.12,18.35,24.58,3.7,84.06,5.04,84.94,97.32,0.11,65.88
2001,10,11,4.66,0.64,365.41,85.41,86.71,1.15,10.32,0.23,23.94,14.07,32.27,17.58,24.12,1.98,84.75,2.77,83.56,97.78,0.0,60.06
2001,10,12,4.75,0.66,357.71,87.77,89.16,1.15,10.69,0.23,23.02,13.98,31.28,17.06,23.97,3.41,37.75,5.2,36.62,97.63,0.0,63.19
2001,10,13,5.14,0.72,330.49,93.12,93.98,1.2,11.39,0.24,21.4,13.77,28.71,16.05,23.06,2.38,79.81,3.67,78.38,97.47,0.01,68.38
2001,10,14,5.03,0.71,331.45,91.23,92.07,1.12,11.12,0.23,21.62,12.87,28.66,17.19,22.81,1.88,159.88,2.58,157.81,97.29,0.08,64.06
2001,10,15,4.67,0.66,355.41,86.26,87.23,1.06,10.48,0.21,22.16,8.62,30.01,15.51,22.91,2.27,162.5,3.47,160.0,97.18,0.28,45.25
2001,10,16,3.82,0.55,375.27,70.72,85.77,0.98,8.87,0.2,20.49,16.22,24.21,16.8,20.97,1.94,108.12,3.0,110.12,97.44,4.82,77.69
2001,10,17,4.23,0.61,359.93,78.4,84.22,0.98,9.59,0.2,20.46,14.8,26.72,16.16,21.69,2.5,142.19,3.73,145.94,97.31,1.69,73.5
2001,10,18,4.35,0.63,355.21,80.97,85.47,0.98,9.94,0.2,22.3,12.9,30.11,15.89,22.62,1.88,196.62,2.75,200.38,96.98,0.01,61.06
2001,10,19,4.4,0.65,353.98,81.0,81.98,0.94,9.77,0.19,23.53,12.0,31.63,17.04,23.33,3.07,209.88,4.56,211.38,96.92,0.0,53.88
2001,10,20,3.93,0.59,358.61,70.69,78.29,0.84,8.54,0.16,23.53,8.01,31.94,17.92,23.05,4.05,229.06,6.3,229.62,96.91,0.0,40.0
2001,10,21,4.25,0.64,350.44,76.21,76.96,0.88,9.13,0.18,24.99,5.56,34.79,18.75,24.27,5.14,250.38,8.25,250.38,97.0,0.0,32.06
2001,10,22,4.4,0.66,335.24,78.41,79.34,0.91,9.41,0.18,23.43,10.25,33.6,17.19,23.21,4.08,194.12,6.25,195.62,97.22,0.0,54.44
2001,10,23,4.51,0.69,335.48,80.62,81.45,0.97,9.73,0.2,24.46,4.8,35.25,17.96,23.85,3.62,206.69,6.04,207.06,97.27,0.0,32.5
2001,10,24,4.25,0.66,340.62,77.9,80.08,0.9,9.38,0.18,21.8,12.8,29.23,15.83,22.73,3.45,142.88,5.31,141.5,97.64,0.06,60.44
2001,10,25,4.76,0.74,309.71,86.41,87.51,1.0,10.5,0.2,18.3,9.06,26.12,12.45,19.12,3.82,235.0,5.77,234.25,97.73,0.0,60.94
2001,10,26,4.6,0.72,317.45,83.35,84.43,0.93,10.09,0.19,18.51,8.79,27.19,10.9,18.83,3.56,275.69,5.49,276.81,97.44,0.0,58.56
2001,10,27,4.27,0.67,327.64,77.85,78.89,0.85,9.34,0.17,19.57,10.02,28.06,12.33,20.37,2.24,142.94,3.78,185.56,97.49,0.07,58.56
2001,10,28,3.91,0.62,341.55,71.16,76.58,0.76,8.59,0.16,20.8,6.41,27.97,14.48,20.69,1.82,258.81,2.85,258.44,97.61,0.31,41.56
2001,10,29,3.96,0.64,332.62,72.58,79.24,0.77,8.81,0.16,18.72,12.38,24.51,14.33,19.36,3.32,80.88,4.87,80.06,97.83,0.91,69.38
2001,10,30,4.24,0.69,322.16,77.27,78.76,0.74,9.26,0.15,17.86,10.53,24.52,12.9,18.76,2.04,81.38,2.99,80.75,97.93,0.0,66.44
2001,10,31,4.19,0.69,319.94,76.26,77.45,0.76,9.13,0.16,18.05,7.94,24.97,12.29,18.16,2.71,226.81,4.09,228.56,97.81,0.29,53.5
2001,11,1,3.95,0.66,334.77,71.91,76.0,0.74,8.66,0.15,19.51,8.44,26.94,13.87,19.87,3.44,231.5,5.61,231.19,97.37,0.46,51.44
2001,11,2,3.86,0.64,334.29,71.06,74.64,0.73,8.56,0.15,17.25,11.04,23.12,13.05,17.68,3.45,224.12,5.4,223.44,97.54,1.34,69.56
2001,11,3,2.8,0.47,344.39,50.59,73.51,0.52,6.36,0.11,16.65,10.76,22.81,12.58,17.19,4.68,204.88,7.03,234.25,97.53,0.26,72.31
2001,11,4,3.21,0.55,324.16,58.15,76.09,0.61,7.25,0.12,15.26,9.57,21.82,10.48,16.15,2.99,226.19,4.84,224.88,97.32,0.18,72.38
2001,11,5,4.19,0.72,302.23,75.94,76.79,0.77,9.08,0.16,15.66,7.57,24.48,9.18,16.07,3.23,281.44,5.45,281.94,97.28,0.0,64.69
2001,11,6,3.16,0.55,336.26,57.19,67.46,0.65,7.04,0.13,18.39,6.01,26.85,12.3,18.3,4.08,265.62,6.59,266.75,97.23,0.0,47.0
2001,11,7,3.4,0.59,344.98,62.39,68.09,0.61,7.46,0.12,17.31,10.54,24.55,12.26,17.76,3.29,245.31,4.97,260.0,97.22,4.14,68.19
2001,11,8,3.94,0.7,311.99,71.8,73.34,0.68,8.58,0.13,15.83,7.89,22.83,10.66,16.38,3.25,284.38,5.45,284.69,96.86,0.06,63.81
2001,11,9,3.92,0.7,319.21,70.21,71.4,0.62,8.36,0.12,16.4,3.29,24.05,11.17,16.36,4.46,248.88,7.4,249.06,95.85,0.25,45.19
2001,11,10,2.06,0.37,364.97,36.95,57.32,0.33,4.55,0.07,18.73,6.23,26.37,12.26,18.55,7.17,188.62,10.12,189.12,95.4,0.91,51.06
2001,11,11,3.65,0.66,307.66,64.13,65.45,0.57,7.65,0.12,14.22,2.05,19.01,8.36,14.19,8.24,230.81,11.2,231.06,96.15,0.0,46.94
2001,11,12,1.07,0.2,324.32,19.31,57.76,0.21,2.52,0.04,12.4,1.43,20.0,7.9,12.52,3.65,253.75,5.53,254.12,96.4,1.68,50.06
2001,11,13,2.97,0.55,304.76,53.27,66.44,0.41,6.49,0.08,12.19,4.05,19.53,6.62,12.39,5.89,281.44,8.17,282.19,96.21,0.06,59.12
2001,11,14,3.92,0.73,281.37,69.64,70.57,0.61,8.26,0.12,12.01,2.8,19.45,6.83,12.43,4.11,252.06,6.5,252.62,96.37,0.0,57.38
2001,11,15,3.75,0.7,284.66,66.21,66.88,0.59,7.79,0.12,12.32,0.15,20.01,6.36,11.17,3.49,183.38,4.82,183.44,96.95,0.0,46.81
2001,11,16,2.6,0.49,336.16,47.05,57.2,0.45,5.66,0.09,14.66,10.98,21.16,8.96,14.43,3.3,71.69,4.95,73.0,97.61,1.97,80.12
2001,11,17,2.64,0.5,347.04,48.28,61.98,0.51,5.97,0.1,16.68,14.55,21.65,13.37,17.07,3.95,102.69,5.88,103.44,97.71,1.78,86.0
2001,11,18,2.58,0.49,339.72,46.88,59.47,0.48,5.73,0.09,17.35,12.47,23.65,13.77,17.37,3.34,172.12,4.93,172.81,97.22,0.19,75.19
2001,11,19,2.98,0.57,329.47,54.03,61.16,0.56,6.55,0.12,16.01,9.15,23.49,10.03,16.22,3.37,280.44,5.45,281.06,96.93,0.02,67.75
2001,11,20,3.36,0.66,310.36,60.12,63.62,0.55,7.12,0.11,13.25,6.37,18.51,9.82,13.71,4.16,218.5,6.36,217.88,97.24,0.02,66.31
2001,11,21,2.94,0.58,310.65,53.04,59.22,0.49,6.32,0.1,12.3,7.22,17.43,7.62,12.83,2.52,168.81,4.02,169.44,97.84,0.04,72.94
2001,11,22,1.87,0.37,348.45,33.28,58.87,0.35,4.32,0.07,14.29,11.1,20.59,9.94,14.36,2.71,142.5,3.84,142.88,97.47,0.05,82.75
2001,11,23,2.69,0.53,309.27,48.1,55.42,0.39,5.68,0.08,13.12,8.76,18.86,9.08,12.81,5.4,330.31,7.91,330.44,96.82,0.04,76.31
2001,11,24,2.15,0.43,309.98,38.25,63.62,0.3,4.74,0.06,10.55,5.54,15.69,6.98,10.59,4.12,199.62,6.11,199.31,97.14,0.26,73.25
2001,11,25,3.02,0.61,304.73,53.81,58.97,0.44,6.34,0.09,9.92,4.39,17.18,4.37,9.7,2.41,233.44,3.48,232.31,97.0,0.05,71.75
2001,11,26,2.96,0.6,313.58,53.62,62.75,0.48,6.45,0.09,10.56,5.85,16.48,5.65,10.67,2.73,191.25,4.31,190.44,96.8,0.05,75.0
2001,11,27,3.35,0.69,307.93,59.55,61.98,0.47,6.98,0.09,11.23,3.4,19.33,5.53,10.91,3.73,270.25,5.81,270.56,96.87,0.0,64.44
2001,11,28,2.65,0.55,319.02,47.81,60.38,0.43,5.86,0.09,11.8,4.59,18.39,7.61,12.08,4.16,320.81,6.49,320.44,97.15,0.26,63.31
2001,11,29,2.44,0.5,305.17,43.62,61.66,0.34,5.27,0.07,9.75,4.4,15.95,5.62,9.78,5.6,321.31,8.41,321.5,97.37,0.36,72.31
2001,11,30,2.78,0.58,304.66,49.91,61.85,0.39,5.95,0.08,9.59,5.27,15.73,5.82,9.59,4.62,316.75,7.31,317.0,97.34,0.44,76.94
2001,12,1,1.37,0.29,332.9,24.5,62.04,0.26,3.36,0.05,11.48,7.24,18.57,6.76,11.43,4.66,321.69,7.29,321.88,97.14,0.02,77.62
2001,12,2,1.67,0.35,350.16,29.95,59.08,0.3,4.06,0.06,11.73,8.19,18.42,6.9,12.14,2.61,212.19,4.55,238.38,97.27,0.02,80.62
2001,12,3,2.65,0.56,326.98,48.07,58.4,0.45,5.91,0.09,12.68,6.57,20.12,8.19,12.02,1.83,204.81,2.83,204.62,97.44,0.04,70.19
2001,12,4,2.85,0.6,307.15,51.6,58.3,0.45,6.12,0.09,12.31,7.22,18.87,7.92,11.95,1.67,225.19,2.35,237.5,97.74,0.13,74.0
2001,12,5,2.73,0.58,304.88,48.96,58.28,0.38,5.91,0.08,11.71,7.45,19.22,6.97,11.69,4.48,323.56,6.97,323.56,97.77,0.01,77.94
2001,12,6,3.11,0.66,291.3,55.7,58.74,0.42,6.48,0.09,11.82,7.43,19.34,7.4,11.55,4.62,323.62,7.2,323.88,97.54,0.02,77.94
2001,12,7,2.16,0.46,319.13,38.94,59.24,0.36,4.83,0.07,11.44,7.77,17.2,6.91,11.26,4.94,181.38,7.3,181.62,97.07,0.4,78.25
2001,12,8,2.78,0.6,290.64,48.38,54.84,0.41,5.75,0.09,8.76,4.69,13.03,5.08,8.82,4.75,179.31,7.14,179.5,97.21,0.38,78.19
2001,12,9,2.32,0.5,294.34,40.7,54.38,0.33,4.96,0.07,7.44,4.09,12.53,4.08,7.46,4.43,110.56,6.97,110.81,97.47,0.58,81.38
2001,12,10,2.77,0.6,283.44,49.03,57.39,0.35,5.8,0.07,7.12,2.44,13.74,2.37,7.08,3.34,313.19,5.48,313.75,97.73,0.09,75.19
2001,12,11,3.28,0.72,261.05,57.27,58.48,0.42,6.56,0.09,6.04,0.88,13.37,1.6,5.94,3.62,331.0,5.81,330.81,97.62,0.04,73.69
2001,12,12,2.09,0.46,279.56,36.63,57.61,0.33,4.79,0.07,4.25,0.93,8.93,0.58,3.67,2.98,306.19,4.65,306.5,97.03,0.51,80.44
2001,12,13,3.31,0.73,253.57,57.83,59.14,0.39,6.64,0.08,5.64,-0.87,13.33,0.33,5.43,3.33,287.19,5.83,287.62,96.84,0.0,67.0
2001,12,14,3.26,0.72,259.48,56.39,57.4,0.38,6.51,0.07,6.91,-2.82,15.49,1.51,6.43,5.27,263.5,8.52,264.0,96.78,0.0,52.38
2001,12,15,3.01,0.66,289.52,54.27,55.66,0.41,6.31,0.09,10.29,3.19,18.74,4.3,9.86,4.88,252.06,7.98,252.62,96.91,0.0,63.25
2001,12,16,2.98,0.66,297.54,52.93,56.72,0.43,6.2,0.09,10.94,2.63,18.24,7.18,10.67,6.02,280.12,8.97,280.19,96.47,0.25,59.31
2001,12,17,1.89,0.41,293.2,32.68,54.48,0.24,4.09,0.05,6.31,0.61,10.83,2.2,6.2,6.16,285.62,9.17,241.0,97.13,0.38,70.56
2001,12,18,2.75,0.61,265.95,47.22,54.77,0.33,5.59,0.06,3.66,-0.73,8.88,-0.1,3.67,4.75,151.5,7.17,152.0,97.68,0.01,75.75
2001,12,19,1.8,0.4,285.48,31.28,52.63,0.25,4.13,0.05,4.01,1.26,9.41,-0.57,4.12,3.21,104.12,5.16,105.0,97.77,5.13,82.19
2001,12,20,0.7,0.16,312.55,12.3,53.3,0.1,1.75,0.02,4.8,3.69,8.47,2.6,4.87,3.18,142.19,4.47,143.75,97.21,3.24,92.62
2001,12,21,2.66,0.59,289.13,47.33,55.82,0.34,5.62,0.06,6.48,2.47,12.15,2.14,6.01,3.87,319.31,5.44,319.31,97.2,0.11,77.62
2001,12,22,2.92,0.65,285.43,51.81,55.85,0.34,6.05,0.07,7.55,1.84,14.69,3.36,7.23,4.84,251.44,7.09,252.06,97.03,0.02,69.06
2001,12,23,2.82,0.62,296.19,50.57,53.24,0.34,5.91,0.07,8.97,2.51,15.96,4.19,8.76,7.68,243.06,10.26,243.44,96.42,0.0,66.06
2001,12,24,2.32,0.52,319.03,42.45,53.6,0.31,5.11,0.06,12.03,4.81,21.07,7.25,11.81,6.9,283.31,9.45,283.62,96.16,3.29,63.12
2001,12,25,1.22,0.27,321.01,21.99,55.1,0.2,3.09,0.04,6.77,4.35,9.0,5.44,6.91,2.6,152.44,3.87,152.38,96.72,4.14,84.69
2001,12,26,2.22,0.49,298.49,39.3,56.59,0.26,4.73,0.05,6.99,2.9,12.08,3.71,7.15,2.91,301.88,4.37,301.25,96.48,1.0,77.12
2001,12,27,2.26,0.5,293.17,39.12,57.66,0.29,4.7,0.05,6.19,2.06,12.54,2.69,5.84,5.06,309.88,8.18,310.12,96.9,0.32,77.75
2001,12,28,2.86,0.62,273.1,50.34,58.39,0.33,5.86,0.06,5.73,2.47,12.54,1.3,5.08,4.36,317.38,6.61,317.75,97.63,0.17,80.69
2001,12,29,3.34,0.73,261.67,58.21,59.39,0.38,6.68,0.08,6.09,-2.03,13.9,1.26,5.51,6.19,261.5,8.75,262.12,97.49,0.0,58.69
2001,12,30,3.31,0.72,272.85,57.25,58.37,0.37,6.58,0.07,8.87,-2.27,19.93,2.08,8.0,5.4,260.0,7.84,260.62,96.92,0.0,51.12
2001,12,31,3.16,0.69,300.81,56.62,57.39,0.4,6.52,0.08,13.15,-1.59,23.06,6.65,11.84,4.12,278.44,6.73,279.44,96.91,0.02,38.5
2002,1,1,1.32,0.29,313.34,23.48,52.49,0.23,3.1,0.05,9.73,4.54,14.87,5.46,9.8,5.13,119.75,7.41,104.56,97.74,0.11,72.31
2002,1,2,1.89,0.41,307.68,33.65,56.33,0.32,4.3,0.06,7.24,3.86,11.51,2.16,7.58,3.91,95.69,5.78,96.38,98.19,1.11,81.38
2002,1,3,2.63,0.56,306.26,46.12,51.55,0.38,5.45,0.08,10.87,5.55,18.33,6.19,10.55,4.23,206.44,5.99,208.38,97.32,0.16,74.31
2002,1,4,1.54,0.33,311.07,27.0,57.04,0.28,3.57,0.05,7.05,2.25,10.48,1.17,7.32,5.27,42.69,7.17,42.62,97.65,1.58,73.56
2002,1,5,3.24,0.7,245.19,55.61,58.15,0.35,6.39,0.07,3.43,-2.14,9.06,-1.18,3.12,3.34,37.19,5.1,37.56,98.2,0.0,69.5
2002,1,6,3.14,0.67,251.15,54.27,60.0,0.38,6.34,0.08,3.62,-4.56,10.07,-1.85,2.47,1.96,242.0,2.81,240.75,98.15,0.0,58.81
2002,1,7,3.5,0.74,239.26,60.09,60.92,0.41,6.89,0.08,2.91,-4.95,10.51,-1.97,2.03,4.07,254.25,6.19,254.5,97.84,0.0,58.94
2002,1,8,3.41,0.72,242.32,59.18,59.84,0.47,6.8,0.09,5.19,-2.08,12.35,-1.07,3.33,2.86,210.62,4.15,210.75,97.98,0.0,61.62
2002,1,9,3.39,0.71,255.89,59.1,59.75,0.41,6.82,0.08,7.17,1.3,14.48,2.52,4.6,2.1,200.25,2.88,186.38,98.42,0.0,69.06
2002,1,10,3.33,0.7,263.7,58.81,59.5,0.46,6.8,0.09,7.16,2.29,14.98,3.12,7.03,3.46,224.88,5.3,224.62,98.48,0.0,73.25
2002,1,11,3.24,0.67,270.69,56.89,57.48,0.42,6.59,0.09,8.45,-0.79,17.27,2.9,7.55,3.2,251.44,5.24,252.25,98.26,0.0,54.88
2002,1,12,2.95,0.61,294.79,51.71,55.71,0.41,6.07,0.09,7.67,1.67,13.84,2.17,7.09,3.01,46.69,4.68,47.19,98.19,0.18,68.12
2002,1,13,2.56,0.52,285.31,45.06,61.19,0.4,5.5,0.08,7.33,2.72,13.71,2.98,6.71,3.31,284.25,4.98,284.12,98.11,0.31,75.0
2002,1,14,2.09,0.42,299.73,37.15,59.2,0.39,4.81,0.08,7.34,-0.37,15.38,1.44,6.34,4.23,263.44,6.32,264.25,97.48,0.12,61.75
2002,1,15,1.5,0.3,312.41,25.86,59.8,0.23,3.36,0.05,7.13,4.21,13.74,3.44,6.84,4.28,324.88,6.69,325.06,97.21,1.1,82.44
2002,1,16,1.94,0.39,311.87,34.27,58.8,0.34,4.45,0.07,7.51,3.08,13.51,3.12,7.11,4.56,268.62,6.82,269.06,97.02,1.53,76.25
2002,1,17,2.47,0.49,295.57,42.87,61.96,0.33,5.25,0.06,6.45,3.11,12.65,2.32,6.36,4.37,324.88,7.09,324.94,97.15,0.96,81.19
2002,1,18,3.45,0.68,263.23,60.8,64.37,0.52,7.14,0.1,5.83,0.58,13.15,0.46,5.76,3.16,280.56,5.44,281.06,97.48,0.11,71.81
2002,1,19,3.67,0.72,263.55,64.16,65.56,0.51,7.48,0.1,6.6,-2.61,14.15,0.51,5.77,2.55,221.19,4.09,219.81,97.66,0.0,55.62
2002,1,20,3.08,0.6,278.46,53.98,66.09,0.43,6.52,0.09,6.23,0.82,13.4,0.65,5.83,3.02,284.81,4.62,284.19,98.08,0.1,70.75
2002,1,21,3.78,0.73,261.03,66.0,67.08,0.58,7.71,0.12,6.92,0.23,16.0,1.89,6.87,3.27,267.31,5.22,268.75,98.06,0.02,66.88
2002,1,22,3.83,0.73,262.07,65.9,66.97,0.66,7.73,0.13,8.95,-4.84,19.08,1.62,7.17,3.42,295.62,5.15,296.56,97.51,0.0,40.62
2002,1,23,3.73,0.71,268.33,65.45,66.26,0.54,7.7,0.11,9.34,1.79,17.75,3.55,8.66,3.66,278.44,5.98,278.56,97.39,0.02,61.94
2002,1,24,2.47,0.47,288.84,43.23,66.7,0.41,5.41,0.09,10.33,3.76,21.24,4.96,10.12,5.28,290.06,8.11,290.44,97.15,0.01,69.81
