YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,T2M,T2MDEW,T2M_MAX,T2M_MIN,TS,WS10M,WD10M,WS50M,WD50M,PS,PRECTOTCORR,RH2M
1988,8,2,6.56,0.61,395.3,132.0,-999.0,-999.0,-999.0,-999.0,30.69,11.69,39.22,22.79,33.86,2.6,122.94,3.31,122.31,97.16,0.0,35.88
1988,8,3,6.06,0.56,432.7,123.2,-999.0,-999.0,-999.0,-999.0,33.03,8.81,41.53,23.69,34.48,4.15,214.56,5.68,216.19,96.73,0.0,25.19
1988,8,4,6.59,0.61,419.6,132.7,-999.0,-999.0,-999.0,-999.0,33.88,8.07,42.33,26.33,36.3,4.07,180.0,5.41,177.62,96.46,0.0,23.19
1988,8,5,7.01,0.66,372.0,137.4,-999.0,-999.0,-999.0,-999.0,30.38,13.55,38.78,22.76,33.73,3.31,84.56,4.05,80.75,96.77,0.0,38.69
1988,8,6,6.66,0.62,377.7,132.2,-999.0,-999.0,-999.0,-999.0,30.17,15.51,39.68,22.61,33.42,3.44,140.12,4.07,143.38,96.84,0.0,44.81
1988,8,7,6.21,0.59,375.8,123.4,-999.0,-999.0,-999.0,-999.0,30.83,14.59,39.46,23.2,34.49,3.06,125.19,3.38,125.88,96.84,0.01,41.0
1988,8,8,6.42,0.6,409.9,131.4,-999.0,-999.0,-999.0,-999.0,29.66,13.87,37.9,22.43,33.06,1.79,106.31,2.27,111.38,96.68,0.06,41.31
1988,8,9,6.67,0.63,405.8,136.7,-999.0,-999.0,-999.0,-999.0,28.88,12.24,35.7,22.21,32.14,3.47,30.31,4.78,28.69,96.72,0.0,39.69
1988,8,10,6.28,0.59,372.3,124.7,-999.0,-999.0,-999.0,-999.0,27.62,10.08,35.15,20.19,30.84,3.02,127.56,4.0,139.75,96.83,0.0,39.75
1988,8,11,5.97,0.57,382.9,120.0,-999.0,-999.0,-999.0,-999.0,28.12,14.05,36.22,21.07,31.39,3.52,157.62,3.97,157.81,96.85,0.07,49.5
1988,8,12,5.86,0.56,411.6,117.5,-999.0,-999.0,-999.0,-999.0,29.01,14.27,37.12,21.05,31.89,3.95,173.88,4.86,175.88,96.88,0.0,48.31
1988,8,13,6.34,0.61,444.7,130.8,-999.0,-999.0,-999.0,-999.0,30.91,14.15,39.57,22.85,33.8,3.3,183.88,3.95,186.12,96.85,0.0,43.19
1988,8,14,5.83,0.56,449.0,121.2,-999.0,-999.0,-999.0,-999.0,30.92,12.82,39.22,23.48,33.67,3.64,168.44,4.57,171.62,96.72,0.0,38.62
1988,8,15,6.68,0.65,424.8,135.3,-999.0,-999.0,-999.0,-999.0,30.85,11.53,39.45,22.97,33.25,3.42,163.38,4.68,165.19,96.69,0.0,36.62
1988,8,16,7.19,0.7,397.9,141.7,-999.0,-999.0,-999.0,-999.0,30.63,13.35,38.62,23.02,33.33,3.69,54.56,4.95,53.69,96.67,0.02,38.88
1988,8,17,5.7,0.55,405.3,114.4,-999.0,-999.0,-999.0,-999.0,31.06,14.18,38.3,23.96,33.94,2.99,67.56,3.96,63.69,96.8,0.24,39.69
1988,8,18,4.75,0.46,429.0,97.9,-999.0,-999.0,-999.0,-999.0,30.56,10.34,36.97,24.1,33.23,2.1,60.12,2.9,56.5,96.86,0.57,32.31
1988,8,19,5.46,0.53,403.1,110.3,-999.0,-999.0,-999.0,-999.0,29.65,13.73,34.96,23.96,32.37,2.27,158.25,2.75,158.38,96.82,3.02,39.56
1988,8,20,5.81,0.57,399.2,118.1,-999.0,-999.0,-999.0,-999.0,29.55,15.76,35.61,23.98,31.9,3.41,183.56,4.42,187.25,96.66,1.07,46.81
1988,8,21,5.49,0.54,411.9,112.0,-999.0,-999.0,-999.0,-999.0,30.12,14.4,37.58,22.55,32.32,3.61,198.69,5.03,201.5,96.56,0.0,41.94
1988,8,22,4.97,0.49,445.2,104.6,-999.0,-999.0,-999.0,-999.0,28.98,15.29,37.49,22.01,31.57,4.48,139.12,5.48,136.94,96.6,2.26,49.12
1988,8,23,6.06,0.6,408.8,123.0,-999.0,-999.0,-999.0,-999.0,25.83,11.22,33.19,19.56,28.64,4.38,33.94,5.39,46.38,96.92,0.09,43.38
1988,8,24,6.24,0.62,410.5,125.7,-999.0,-999.0,-999.0,-999.0,26.17,12.38,33.54,18.36,28.9,2.96,109.56,3.88,110.31,96.77,1.1,45.06
1988,8,25,5.9,0.59,382.9,117.3,-999.0,-999.0,-999.0,-999.0,28.13,14.32,36.34,20.78,30.51,2.4,154.19,3.14,158.62,96.54,0.02,46.44
1988,8,26,6.04,0.61,387.8,119.5,-999.0,-999.0,-999.0,-999.0,27.48,13.58,34.67,20.83,30.23,2.91,60.44,4.05,58.44,96.83,0.48,45.62
1988,8,27,6.9,0.7,378.6,135.8,-999.0,-999.0,-999.0,-999.0,27.13,14.04,35.64,19.93,30.44,1.94,83.75,2.84,87.94,97.03,1.46,48.94
1988,8,28,6.69,0.69,377.2,131.7,-999.0,-999.0,-999.0,-999.0,26.87,13.05,34.9,19.87,29.64,2.1,103.0,2.85,100.44,97.0,0.0,48.38
1988,8,29,6.37,0.66,402.3,126.3,-999.0,-999.0,-999.0,-999.0,27.85,14.26,36.44,19.87,29.92,3.42,181.12,4.81,183.25,96.77,0.0,50.75
1988,8,30,5.38,0.55,416.4,107.9,-999.0,-999.0,-999.0,-999.0,30.07,12.44,39.36,22.08,31.98,3.23,196.81,4.59,198.81,96.76,0.01,38.44
1988,8,31,5.38,0.55,423.9,110.1,-999.0,-999.0,-999.0,-999.0,31.46,6.67,40.4,23.6,32.21,3.97,223.81,5.44,224.69,96.95,0.0,25.81
1988,9,1,5.46,0.57,401.4,110.2,-999.0,-999.0,-999.0,-999.0,32.04,3.69,40.61,24.46,32.19,4.3,230.69,6.09,230.94,96.8,0.0,17.94
1988,9,2,5.51,0.58,375.4,109.3,-999.0,-999.0,-999.0,-999.0,31.47,3.33,40.03,23.69,31.94,5.22,226.5,7.37,226.62,96.47,0.0,18.31
1988,9,3,5.46,0.58,378.8,109.6,-999.0,-999.0,-999.0,-999.0,27.52,14.73,36.34,20.14,30.08,4.43,100.12,5.73,101.06,96.85,0.0,51.44
1988,9,4,5.28,0.56,379.0,106.0,-999.0,-999.0,-999.0,-999.0,28.37,14.03,37.95,20.44,31.12,2.45,153.38,3.27,155.5,97.03,0.0,49.75
1988,9,5,5.14,0.55,380.4,103.7,-999.0,-999.0,-999.0,-999.0,27.88,13.87,36.55,20.48,30.48,3.38,60.75,4.5,59.25,97.31,0.0,46.94
1988,9,6,5.26,0.56,370.6,105.0,-999.0,-999.0,-999.0,-999.0,27.58,9.3,35.4,19.75,29.69,3.41,35.81,4.91,34.19,97.31,0.0,38.0
1988,9,7,5.13,0.55,381.3,104.3,-999.0,-999.0,-999.0,-999.0,27.9,8.9,36.75,19.41,29.83,3.96,256.5,5.55,255.31,96.93,0.0,34.44
1988,9,8,5.19,0.56,399.2,106.7,-999.0,-999.0,-999.0,-999.0,25.38,14.26,32.5,18.95,28.27,4.36,92.38,5.4,105.75,96.9,0.0,54.69
1988,9,9,4.88,0.53,407.7,101.8,-999.0,-999.0,-999.0,-999.0,24.29,13.19,30.44,18.94,26.67,5.02,49.69,6.14,48.62,97.07,0.0,55.06
1988,9,10,5.22,0.57,370.1,105.6,-999.0,-999.0,-999.0,-999.0,22.92,12.66,29.14,17.31,25.43,4.09,45.62,5.31,45.12,97.31,0.0,56.31
1988,9,11,4.99,0.55,370.8,100.8,-999.0,-999.0,-999.0,-999.0,24.63,16.48,31.59,18.07,27.56,3.56,58.62,4.81,57.44,97.38,0.03,65.0
1988,9,12,4.82,0.54,417.9,100.2,-999.0,-999.0,-999.0,-999.0,26.01,16.1,31.67,20.07,28.45,2.07,134.5,2.72,139.75,97.16,0.1,60.25
1988,9,13,4.96,0.55,397.2,103.0,-999.0,-999.0,-999.0,-999.0,26.23,16.15,32.45,20.88,28.5,1.48,171.56,2.31,174.81,96.73,3.36,58.94
1988,9,14,4.7,0.53,408.4,96.8,-999.0,-999.0,-999.0,-999.0,26.79,13.99,34.01,20.12,27.97,3.66,211.94,5.38,213.0,96.42,0.28,53.56
1988,9,15,3.66,0.41,403.7,76.6,-999.0,-999.0,-999.0,-999.0,21.83,11.95,26.67,17.02,23.2,5.38,169.19,6.84,182.69,96.78,2.16,55.81
1988,9,16,2.96,0.34,378.4,62.9,-999.0,-999.0,-999.0,-999.0,18.23,10.3,24.54,14.8,19.32,4.48,159.19,6.13,160.56,96.69,3.31,61.25
1988,9,17,4.66,0.53,360.6,94.4,-999.0,-999.0,-999.0,-999.0,19.19,7.65,26.46,12.6,20.62,5.41,294.88,7.44,294.56,96.76,0.02,51.75
1988,9,18,4.2,0.48,375.0,86.2,-999.0,-999.0,-999.0,-999.0,18.95,8.01,25.69,12.21,21.23,2.92,229.88,4.46,242.88,97.13,0.02,53.19
1988,9,19,4.03,0.47,374.4,82.9,-999.0,-999.0,-999.0,-999.0,19.62,9.76,25.55,12.93,22.24,2.08,205.31,3.44,218.31,97.42,1.16,55.88
1988,9,20,3.09,0.36,382.4,64.8,-999.0,-999.0,-999.0,-999.0,18.65,12.44,21.58,15.72,19.26,4.01,60.44,5.36,61.12,97.32,1.71,68.0
1988,9,21,3.47,0.41,386.3,72.1,-999.0,-999.0,-999.0,-999.0,20.62,11.14,26.76,14.74,22.06,3.53,254.44,5.3,254.12,96.94,0.35,57.31
1988,9,22,4.38,0.52,368.5,89.9,-999.0,-999.0,-999.0,-999.0,21.01,11.04,27.76,14.08,22.86,2.91,252.62,4.59,256.81,96.97,0.22,57.5
1988,9,23,4.51,0.54,359.1,91.7,-999.0,-999.0,-999.0,-999.0,22.9,7.38,31.55,15.24,23.88,3.26,206.88,5.17,208.12,97.02,0.0,40.75
1988,9,24,4.46,0.54,364.4,90.6,-999.0,-999.0,-999.0,-999.0,23.22,9.83,32.13,15.37,24.74,2.4,156.5,3.84,179.94,97.34,0.0,49.38
1988,9,25,4.35,0.52,373.9,89.0,-999.0,-999.0,-999.0,-999.0,23.6,13.33,32.42,16.44,25.56,1.98,120.31,3.02,127.19,97.63,0.0,60.12
1988,9,26,4.41,0.54,362.9,89.5,-999.0,-999.0,-999.0,-999.0,22.98,12.67,30.74,16.58,25.41,2.23,60.62,3.46,55.12,97.73,0.0,56.5
1988,9,27,4.45,0.55,363.9,90.8,-999.0,-999.0,-999.0,-999.0,20.83,10.76,28.4,13.81,22.57,3.71,121.69,5.29,120.69,97.56,0.0,57.0
1988,9,28,4.22,0.52,363.3,86.2,-999.0,-999.0,-999.0,-999.0,21.27,13.26,27.8,15.52,23.44,2.72,81.94,3.67,80.62,97.32,0.17,64.19
1988,9,29,4.14,0.52,369.9,84.9,-999.0,-999.0,-999.0,-999.0,21.4,13.77,27.23,16.62,23.18,2.87,153.0,3.88,154.5,97.08,0.38,66.5
1988,9,30,4.42,0.55,370.3,89.5,-999.0,-999.0,-999.0,-999.0,21.38,13.7,28.72,15.53,22.91,3.48,156.12,4.74,157.06,96.86,0.21,67.12
1988,10,1,4.24,0.54,374.6,87.5,-999.0,-999.0,-999.0,-999.0,22.22,15.94,29.44,16.53,23.62,4.88,77.62,6.24,78.19,97.09,0.23,72.0
1988,10,2,3.88,0.49,397.1,80.5,-999.0,-999.0,-999.0,-999.0,21.3,17.02,25.05,19.08,21.96,6.52,73.31,8.03,74.06,97.32,0.59,78.19
1988,10,3,3.91,0.51,381.4,80.7,-999.0,-999.0,-999.0,-999.0,21.4,15.33,27.48,17.47,22.84,4.36,79.25,5.89,79.44,97.27,0.23,72.5
1988,10,4,2.21,0.29,391.0,47.2,-999.0,-999.0,-999.0,-999.0,22.03,15.12,28.9,16.48,22.98,2.34,174.94,3.38,176.31,97.13,3.9,69.75
1988,10,5,4.43,0.58,381.6,90.1,-999.0,-999.0,-999.0,-999.0,22.62,14.23,28.41,17.98,23.66,1.97,181.0,2.73,180.19,97.09,0.19,62.31
1988,10,6,3.91,0.52,383.9,80.0,-999.0,-999.0,-999.0,-999.0,23.33,11.76,30.13,18.22,24.03,2.21,199.81,3.27,199.5,97.04,0.41,51.44
1988,10,7,4.09,0.55,380.9,84.0,-999.0,-999.0,-999.0,-999.0,24.05,11.31,31.36,18.56,24.67,2.73,223.5,3.96,224.75,96.9,0.34,48.62
1988,10,8,4.06,0.55,384.0,82.9,-999.0,-999.0,-999.0,-999.0,24.58,10.44,32.32,18.13,25.94,1.91,157.75,3.27,197.44,97.02,0.0,44.25
1988,10,9,3.99,0.54,390.1,82.4,-999.0,-999.0,-999.0,-999.0,22.71,14.69,30.38,16.15,24.38,2.93,134.75,4.5,137.69,97.32,0.02,65.31
1988,10,10,3.85,0.52,401.0,80.2,-999.0,-999.0,-999.0,-999.0,23.94,12.13,32.58,17.16,24.47,3.52,215.88,5.21,216.75,97.13,0.0,55.31
1988,10,11,4.03,0.55,376.4,81.3,-999.0,-999.0,-999.0,-999.0,24.3,12.29,31.86,19.36,24.23,2.74,159.94,3.86,160.69,96.72,0.01,50.88
1988,10,12,3.62,0.5,406.6,75.0,-999.0,-999.0,-999.0,-999.0,23.94,11.43,32.33,17.08,24.78,2.85,233.31,4.44,248.81,96.54,0.1,51.06
1988,10,13,3.88,0.54,408.3,79.9,-999.0,-999.0,-999.0,-999.0,23.53,15.04,30.87,18.79,24.49,3.84,98.56,5.59,100.06,96.53,0.06,64.38
1988,10,14,2.88,0.41,413.4,60.2,-999.0,-999.0,-999.0,-999.0,22.65,16.22,29.39,17.87,22.88,4.27,116.56,6.23,118.06,96.54,0.01,71.75
1988,10,15,1.65,0.23,410.2,35.6,-999.0,-999.0,-999.0,-999.0,22.51,16.63,29.03,18.26,22.58,3.71,95.56,5.45,96.19,96.9,0.0,74.44
1988,10,16,3.21,0.46,408.1,66.4,-999.0,-999.0,-999.0,-999.0,22.02,15.4,29.81,16.99,22.51,3.65,97.12,5.18,98.0,97.15,0.01,71.81
1988,10,17,3.22,0.47,396.1,65.6,-999.0,-999.0,-999.0,-999.0,21.26,15.88,28.29,17.27,22.14,3.77,111.88,5.29,112.56,97.21,0.02,75.5
1988,10,18,3.21,0.47,388.2,65.5,-999.0,-999.0,-999.0,-999.0,21.25,15.54,26.76,18.06,21.97,3.95,136.31,5.73,137.38,97.02,1.03,74.12
1988,10,19,2.03,0.3,384.0,42.7,-999.0,-999.0,-999.0,-999.0,21.29,13.61,28.84,16.37,21.62,2.96,133.75,4.26,134.62,96.82,0.11,67.44
1988,10,20,2.95,0.44,378.3,60.2,-999.0,-999.0,-999.0,-999.0,19.87,10.79,24.73,15.65,20.73,3.82,90.56,5.45,90.06,97.23,1.17,57.19
1988,10,21,3.29,0.49,359.0,65.9,-999.0,-999.0,-999.0,-999.0,18.14,11.37,23.56,13.05,19.3,2.53,193.06,4.0,219.5,97.33,0.41,67.06
1988,10,22,2.97,0.45,352.7,60.4,-999.0,-999.0,-999.0,-999.0,18.3,9.69,24.4,12.89,19.38,3.38,189.75,4.84,218.75,97.07,0.64,59.56
1988,10,23,3.63,0.55,328.5,72.2,-999.0,-999.0,-999.0,-999.0,16.81,8.08,24.66,10.4,17.73,2.97,170.0,4.53,198.0,97.11,0.0,61.88
1988,10,24,3.44,0.53,329.1,67.6,-999.0,-999.0,-999.0,-999.0,17.58,7.5,25.37,11.25,18.64,2.1,189.88,3.52,188.12,97.31,0.0,58.38
1988,10,25,3.39,0.52,330.9,66.7,-999.0,-999.0,-999.0,-999.0,17.42,7.98,25.55,10.95,18.37,2.89,195.0,4.48,208.81,97.39,0.0,60.12
1988,10,26,3.63,0.57,319.3,70.4,-999.0,-999.0,-999.0,-999.0,17.62,9.01,24.83,11.99,18.62,1.92,199.94,2.89,203.19,97.34,0.0,61.69
1988,10,27,3.5,0.55,330.1,69.1,-999.0,-999.0,-999.0,-999.0,17.4,10.56,24.4,12.68,18.31,2.23,133.62,3.36,135.56,97.4,0.03,68.12
1988,10,28,3.53,0.56,321.3,68.9,-999.0,-999.0,-999.0,-999.0,18.18,7.16,26.26,12.42,18.26,3.19,222.06,4.76,222.69,97.55,0.0,53.31
1988,10,29,3.4,0.55,329.7,67.1,-999.0,-999.0,-999.0,-999.0,19.36,2.13,28.02,12.38,18.98,2.27,215.94,3.48,227.06,97.51,0.0,34.44
1988,10,30,3.49,0.57,342.0,68.3,-999.0,-999.0,-999.0,-999.0,20.48,1.38,30.26,11.94,19.72,3.73,289.94,5.74,290.88,97.04,0.0,30.75
1988,10,31,3.47,0.57,343.5,68.2,-999.0,-999.0,-999.0,-999.0,19.94,7.76,26.47,15.44,20.26,2.89,278.12,4.79,292.69,96.85,0.0,46.88
1988,11,1,2.99,0.49,340.5,58.9,-999.0,-999.0,-999.0,-999.0,18.14,9.97,25.12,12.7,19.45,2.59,193.38,4.41,176.5,97.28,0.06,63.44
1988,11,2,3.28,0.55,346.8,64.8,-999.0,-999.0,-999.0,-999.0,18.33,11.15,25.26,13.23,18.99,3.14,186.25,4.61,187.44,97.43,0.01,67.06
1988,11,3,2.95,0.5,373.8,59.1,-999.0,-999.0,-999.0,-999.0,20.52,8.52,29.12,14.82,20.96,2.73,224.88,4.48,224.06,96.96,0.0,50.56
1988,11,4,1.7,0.29,352.3,35.0,-999.0,-999.0,-999.0,-999.0,19.15,7.93,26.55,14.55,18.59,3.17,236.31,5.03,237.0,96.85,0.0,54.88
1988,11,5,2.56,0.44,369.4,51.2,-999.0,-999.0,-999.0,-999.0,18.63,10.44,23.51,14.24,19.0,4.73,100.75,5.88,100.69,96.89,0.02,60.88
1988,11,6,2.7,0.47,366.8,53.7,-999.0,-999.0,-999.0,-999.0,15.68,8.8,20.97,11.98,16.76,3.7,67.62,5.05,68.19,97.18,0.0,65.44
1988,11,7,2.9,0.51,358.5,56.7,-999.0,-999.0,-999.0,-999.0,17.31,11.26,22.83,12.73,18.19,1.28,185.0,1.98,170.06,97.04,0.69,69.12
1988,11,8,3.77,0.66,338.1,72.4,-999.0,-999.0,-999.0,-999.0,17.87,12.67,23.64,13.24,18.62,1.93,189.88,2.93,191.94,97.15,0.16,74.44
1988,11,9,3.15,0.56,371.0,62.6,-999.0,-999.0,-999.0,-999.0,19.18,12.23,25.83,13.69,19.55,2.43,216.75,3.56,218.0,97.05,0.38,68.38
1988,11,10,1.88,0.34,352.9,38.3,-999.0,-999.0,-999.0,-999.0,20.03,10.03,26.87,14.58,19.96,1.65,207.25,2.38,208.0,97.06,0.05,56.06
1988,11,11,3.03,0.55,339.2,60.6,-999.0,-999.0,-999.0,-999.0,19.32,10.47,25.73,14.05,19.37,2.06,221.38,3.02,222.44,97.27,0.2,59.5
1988,11,12,1.74,0.32,354.0,36.2,-999.0,-999.0,-999.0,-999.0,18.37,14.27,23.26,15.67,19.05,2.34,141.88,3.42,142.5,97.55,1.62,78.75
1988,11,13,1.34,0.25,359.6,28.1,-999.0,-999.0,-999.0,-999.0,17.11,14.15,21.14,14.67,17.27,2.13,128.62,2.93,129.12,97.54,1.78,83.62
1988,11,14,1.91,0.35,364.1,38.7,-999.0,-999.0,-999.0,-999.0,16.99,12.53,21.92,14.39,16.51,2.3,111.5,3.55,113.88,97.13,3.54,78.0
1988,11,15,2.52,0.47,343.3,50.1,-999.0,-999.0,-999.0,-999.0,16.85,10.89,22.12,13.64,17.27,4.23,209.5,6.2,209.12,96.92,0.3,70.44
1988,11,16,1.54,0.29,325.6,31.4,-999.0,-999.0,-999.0,-999.0,12.68,8.98,15.3,8.63,12.33,5.99,154.0,8.75,139.56,97.31,6.55,78.69
1988,11,17,2.82,0.54,294.3,54.9,-999.0,-999.0,-999.0,-999.0,11.19,4.5,17.57,7.03,11.19,4.2,37.0,6.5,37.44,97.81,0.01,67.31
1988,11,18,3.09,0.59,277.4,59.4,-999.0,-999.0,-999.0,-999.0,11.44,3.21,18.82,6.32,11.76,2.7,260.5,4.52,264.44,97.7,0.01,61.12
1988,11,19,2.82,0.55,303.5,54.7,-999.0,-999.0,-999.0,-999.0,12.36,2.85,20.18,6.96,12.26,4.29,280.69,6.98,281.56,97.04,0.57,55.31
1988,11,20,2.82,0.55,290.6,54.8,-999.0,-999.0,-999.0,-999.0,12.42,4.8,19.48,7.27,12.05,3.62,288.56,5.83,288.69,96.85,0.82,64.88
1988,11,21,2.71,0.53,310.9,52.8,-999.0,-999.0,-999.0,-999.0,12.7,3.51,19.94,7.28,12.44,6.62,247.75,9.72,248.38,96.45,0.26,56.19
1988,11,22,0.56,0.11,337.0,12.2,-999.0,-999.0,-999.0,-999.0,11.15,5.36,14.09,7.58,11.37,3.61,116.25,5.27,115.38,96.41,3.17,67.81
1988,11,23,1.33,0.27,334.0,27.5,-999.0,-999.0,-999.0,-999.0,8.19,4.47,11.24,6.35,7.85,3.34,223.88,5.04,223.56,96.92,11.18,77.88
1988,11,24,1.33,0.27,318.6,27.5,-999.0,-999.0,-999.0,-999.0,7.83,1.82,13.35,3.12,7.9,4.0,332.94,6.37,332.94,97.0,0.11,67.31
1988,11,25,2.06,0.41,320.3,40.6,-999.0,-999.0,-999.0,-999.0,7.1,1.86,13.93,2.62,7.01,4.72,332.81,7.53,333.06,97.01,0.07,72.75
1988,11,26,2.29,0.47,316.9,45.2,-999.0,-999.0,-999.0,-999.0,7.48,0.49,13.89,1.51,7.28,2.33,239.75,3.77,237.62,96.86,0.0,65.81
1988,11,27,1.44,0.3,313.2,29.4,-999.0,-999.0,-999.0,-999.0,8.65,3.69,11.61,5.78,8.03,3.06,72.06,4.7,72.56,96.87,0.15,71.75
1988,11,28,0.69,0.14,323.7,14.9,-999.0,-999.0,-999.0,-999.0,10.2,8.31,13.64,6.64,10.07,6.91,18.06,9.39,19.31,97.17,24.58,88.69
1988,11,29,1.16,0.24,326.9,24.1,-999.0,-999.0,-999.0,-999.0,11.82,9.01,14.0,10.3,11.26,5.48,51.19,7.33,52.5,97.39,3.08,83.25
1988,11,30,2.85,0.59,297.6,55.2,-999.0,-999.0,-999.0,-999.0,11.77,6.4,17.11,8.48,11.48,2.98,242.88,4.45,243.06,97.18,0.37,71.31
1988,12,1,1.73,0.36,339.1,34.7,-999.0,-999.0,-999.0,-999.0,10.65,8.69,13.83,7.83,10.44,4.72,221.25,6.7,221.38,96.09,2.83,87.88
1988,12,2,2.59,0.55,290.5,50.0,-999.0,-999.0,-999.0,-999.0,11.28,4.2,18.87,7.24,10.9,5.9,262.06,8.53,262.5,96.06,0.36,65.31
1988,12,3,2.71,0.57,289.5,52.6,-999.0,-999.0,-999.0,-999.0,11.48,2.73,19.2,5.82,10.82,3.54,272.88,6.01,273.56,96.92,0.05,58.38
1988,12,4,2.36,0.5,322.7,46.2,-999.0,-999.0,-999.0,-999.0,10.56,4.81,17.32,6.63,10.28,4.97,319.44,7.55,319.75,97.47,1.02,70.75
1988,12,5,1.88,0.4,327.7,37.3,-999.0,-999.0,-999.0,-999.0,11.02,3.65,20.48,4.96,10.02,4.02,296.06,6.14,296.31,97.4,0.0,65.81
1988,12,6,2.68,0.58,292.1,51.5,-999.0,-999.0,-999.0,-999.0,11.36,2.18,18.86,5.58,9.88,2.73,187.81,4.55,187.19,96.84,18.7,56.5
1988,12,7,1.27,0.27,323.3,25.9,-999.0,-999.0,-999.0,-999.0,9.46,6.29,13.07,5.92,9.51,3.11,135.12,4.62,120.12,96.81,8.19,81.75
1988,12,8,1.2,0.26,304.7,24.3,-999.0,-999.0,-999.0,-999.0,7.57,2.98,11.61,5.17,7.4,8.13,341.25,10.96,341.81,96.61,1.65,74.81
1988,12,9,2.2,0.48,313.2,42.8,-999.0,-999.0,-999.0,-999.0,7.23,1.57,10.83,5.08,6.94,7.64,331.44,10.75,332.12,96.87,1.27,69.25
1988,12,10,1.73,0.38,310.4,34.2,-999.0,-999.0,-999.0,-999.0,7.5,3.37,13.16,3.48,7.03,5.12,332.25,8.3,332.88,97.04,1.19,77.56
1988,12,11,2.38,0.52,290.4,45.3,-999.0,-999.0,-999.0,-999.0,7.84,3.01,14.78,2.93,7.39,3.81,257.19,6.19,257.44,97.48,1.14,74.25
1988,12,12,2.12,0.47,298.1,41.2,-999.0,-999.0,-999.0,-999.0,8.12,3.94,14.62,2.69,7.64,3.42,291.19,5.39,291.31,97.39,0.33,77.56
1988,12,13,2.06,0.45,301.6,39.9,-999.0,-999.0,-999.0,-999.0,8.13,4.42,14.11,4.08,7.63,2.88,259.62,4.59,259.75,97.16,0.23,79.56
1988,12,14,2.44,0.54,291.8,46.7,-999.0,-999.0,-999.0,-999.0,8.07,3.55,13.32,4.72,7.08,2.39,256.56,3.56,256.56,97.26,0.31,74.81
1988,12,15,1.87,0.41,288.5,36.4,-999.0,-999.0,-999.0,-999.0,8.5,2.72,14.67,4.15,8.12,4.2,309.88,6.98,310.06,96.87,0.18,69.06
1988,12,16,1.03,0.23,321.6,20.9,-999.0,-999.0,-999.0,-999.0,7.06,3.8,13.8,2.22,6.76,5.25,240.94,7.95,240.75,96.55,0.87,81.25
1988,12,17,1.78,0.39,293.2,34.9,-999.0,-999.0,-999.0,-999.0,5.58,0.77,11.83,0.55,5.51,3.19,292.69,5.14,292.31,97.2,0.04,73.88
1988,12,18,1.41,0.31,292.4,27.6,-999.0,-999.0,-999.0,-999.0,6.79,2.98,12.66,1.95,6.32,3.59,319.69,5.57,320.0,97.67,0.22,78.38
1988,12,19,1.97,0.44,284.9,38.0,-999.0,-999.0,-999.0,-999.0,6.81,3.23,13.99,2.39,6.62,4.21,324.25,6.57,324.19,97.7,0.1,80.69
1988,12,20,1.67,0.37,276.7,32.0,-999.0,-999.0,-999.0,-999.0,7.69,2.32,14.9,2.26,7.3,4.71,270.69,7.29,271.75,96.66,2.86,73.12
1988,12,21,1.31,0.29,311.5,26.5,-999.0,-999.0,-999.0,-999.0,6.86,4.33,9.14,4.23,6.88,4.17,110.38,5.69,110.69,96.63,1.45,84.25
1988,12,22,0.97,0.21,330.7,19.8,-999.0,-999.0,-999.0,-999.0,8.8,7.75,11.27,6.48,8.43,5.6,20.44,8.01,21.06,97.76,11.83,93.19
1988,12,23,2.87,0.63,257.8,53.8,-999.0,-999.0,-999.0,-999.0,8.01,3.83,14.32,4.7,7.79,3.05,258.19,4.23,258.0,98.01,0.41,77.19
1988,12,24,2.93,0.65,251.4,55.0,-999.0,-999.0,-999.0,-999.0,8.27,1.49,15.7,2.87,6.63,2.03,273.0,3.04,275.88,97.91,0.0,65.38
1988,12,25,2.86,0.63,247.3,52.8,-999.0,-999.0,-999.0,-999.0,8.62,0.32,16.61,2.5,7.07,2.02,256.44,3.27,257.12,98.0,0.0,59.38
1988,12,26,2.7,0.59,262.0,50.3,-999.0,-999.0,-999.0,-999.0,7.76,0.61,14.58,3.49,5.93,2.41,161.25,3.57,162.5,98.05,0.0,61.62
1988,12,27,2.84,0.62,250.0,52.1,-999.0,-999.0,-999.0,-999.0,9.1,-0.28,15.87,4.25,7.15,1.64,190.0,2.38,192.81,97.91,0.0,53.94
1988,12,28,2.19,0.48,273.7,41.9,-999.0,-999.0,-999.0,-999.0,7.42,4.51,13.94,3.11,7.45,4.45,142.0,6.91,142.31,98.07,0.03,82.75
1988,12,29,1.95,0.43,278.0,37.8,-999.0,-999.0,-999.0,-999.0,9.91,6.62,14.49,6.06,9.98,5.34,23.0,7.76,23.5,98.29,0.22,81.69
1988,12,30,2.16,0.47,279.7,42.0,-999.0,-999.0,-999.0,-999.0,8.4,5.0,14.4,5.24,8.28,4.8,35.25,7.09,21.12,98.43,0.2,81.44
