Year,Month,Day,Temperature_2m,Dew_Point_Temperature_2m,Max_Temperature_2m,Min_Temperature_2m,Surface_Temperature,Wind_Speed_10m,Wind_Direction_10m,Wind_Speed_50m,Wind_Direction_50m,Surface_Pressure,Corrected_Precipitation,Relative_Humidity_2m
1986,4,20,14.4,1.51,23.22,5.03,15.57,3.52,242.62,5.08,243.88,97.2,0.0,46.81
1986,4,21,14.82,2.69,23.15,7.9,16.08,3.35,170.0,4.68,172.25,97.28,0.0,50.25
1986,4,22,16.19,2.83,25.21,8.22,17.15,3.8,190.75,5.24,192.0,96.97,0.0,47.56
1986,4,23,16.66,7.37,25.59,9.62,18.15,3.13,127.81,4.26,130.0,96.84,0.0,62.19
1986,4,24,16.66,6.92,25.93,8.23,18.15,3.62,79.25,5.07,79.44,96.92,0.0,60.5
1986,4,25,17.33,4.85,26.37,9.63,18.25,3.7,100.38,4.89,101.19,96.76,0.0,48.44
1986,4,26,17.92,4.81,25.51,11.02,19.15,4.25,51.81,5.87,51.69,96.39,0.0,44.56
1986,4,27,16.71,4.59,25.76,10.02,18.47,5.94,306.12,7.89,305.88,96.06,0.11,49.75
1986,4,28,14.3,2.44,22.18,5.72,16.49,3.55,251.62,4.93,253.62,96.4,0.57,51.75
1986,4,29,15.01,3.98,22.65,8.92,17.17,4.27,287.5,5.62,286.25,96.44,0.43,53.06
1986,4,30,14.64,6.18,21.29,7.87,15.78,7.27,316.69,9.74,316.38,96.54,0.49,59.94
1986,5,1,17.19,5.91,25.71,9.03,19.27,3.91,252.31,5.92,251.44,96.75,0.05,54.06
1986,5,2,18.83,5.68,26.78,10.95,19.49,3.79,217.94,5.29,219.06,96.69,0.01,46.81
1986,5,3,21.25,4.78,29.72,13.21,21.98,4.21,189.44,6.09,190.31,96.25,0.04,37.81
1986,5,4,18.21,9.57,23.48,13.49,18.91,3.6,162.44,4.8,163.31,96.13,12.59,58.62
1986,5,5,17.22,9.23,22.86,11.19,18.76,2.67,241.38,3.66,256.88,96.6,1.87,62.56
1986,5,6,20.11,8.41,28.88,11.05,21.64,2.77,172.06,3.82,174.94,96.76,0.08,54.25
1986,5,7,21.53,9.93,31.62,12.41,23.3,3.05,137.5,4.23,141.81,96.9,0.07,56.62
1986,5,8,23.76,10.48,32.07,15.62,25.36,1.88,113.5,2.39,113.25,97.11,6.58,48.38
1986,5,9,21.58,13.21,28.3,15.44,22.22,1.75,131.88,2.8,156.69,97.33,27.4,61.0
1986,5,10,19.64,7.72,28.19,12.09,21.17,3.59,159.12,5.52,171.94,97.38,0.86,49.94
1986,5,11,17.8,6.26,25.18,10.15,19.23,3.89,118.44,5.44,117.25,97.38,0.0,50.94
1986,5,12,18.76,6.44,25.99,12.15,20.29,2.34,159.38,3.15,159.5,97.23,0.0,48.12
1986,5,13,19.7,4.3,27.85,12.6,20.65,2.91,186.38,3.84,187.06,97.1,0.0,41.69
1986,5,14,21.28,9.55,29.17,12.74,21.8,2.95,203.62,4.12,207.19,96.91,7.86,50.62
1986,5,15,22.59,10.21,29.6,15.67,24.11,2.02,161.5,2.98,146.25,96.99,0.23,49.06
1986,5,16,23.55,7.3,31.72,16.01,24.54,3.37,192.44,4.78,192.94,97.16,0.0,39.06
1986,5,17,26.79,7.81,36.88,17.66,27.27,4.4,205.56,6.38,206.69,97.03,0.0,35.19
1986,5,18,23.65,10.19,31.17,16.67,24.95,5.86,35.31,7.9,34.38,97.24,0.0,45.88
1986,5,19,21.03,11.35,28.83,13.77,22.9,4.01,102.75,5.31,103.19,97.47,0.0,59.62
1986,5,20,22.27,8.75,30.47,14.37,23.79,3.55,182.31,4.7,183.69,97.18,0.0,47.94
1986,5,21,24.5,6.76,34.12,15.12,25.81,3.38,201.81,4.77,204.0,97.0,0.0,36.5
1986,5,22,26.01,8.41,34.48,17.44,27.26,2.87,166.81,3.85,165.94,97.25,0.0,35.94
1986,5,23,27.61,8.7,33.95,19.58,27.76,2.21,209.0,2.78,208.0,97.26,0.06,31.88
1986,5,24,26.37,13.57,33.92,18.83,27.83,3.25,89.25,4.75,72.5,97.2,4.51,47.31
1986,5,25,24.33,9.45,32.27,17.29,25.66,5.67,152.19,7.95,166.88,97.24,0.0,42.31
1986,5,26,23.03,9.45,30.66,14.66,25.48,3.34,121.0,4.31,119.25,97.38,0.0,44.94
1986,5,27,24.12,11.96,31.23,16.8,26.2,3.44,189.12,4.49,191.56,97.24,0.63,49.38
1986,5,28,24.88,13.24,31.19,17.69,26.16,2.29,182.69,3.29,185.38,96.91,5.06,51.5
1986,5,29,23.53,14.92,29.18,18.21,25.22,2.64,48.94,3.64,47.44,96.73,1.54,60.81
1986,5,30,21.3,11.13,26.64,16.97,22.8,5.39,34.56,6.59,34.25,96.85,0.54,54.5
1986,5,31,19.97,7.55,27.47,12.73,21.95,5.09,33.38,6.6,33.31,96.85,0.03,47.44
1986,6,1,20.46,9.15,27.98,13.08,23.06,3.62,87.5,4.55,87.44,96.98,1.83,50.5
1986,6,2,21.34,10.9,28.38,14.31,23.41,3.01,170.62,3.73,172.81,96.92,0.52,54.44
1986,6,3,23.96,9.3,32.48,15.66,25.76,3.38,71.38,4.55,71.5,96.72,0.24,42.94
1986,6,4,24.26,10.09,33.51,15.99,26.67,3.14,102.12,4.55,104.56,96.51,0.66,44.75
1986,6,5,23.22,10.55,31.77,15.81,25.4,4.37,104.38,5.81,105.56,96.09,0.86,48.75
1986,6,6,24.33,9.88,33.92,15.54,26.75,3.09,159.0,4.05,162.69,95.92,0.55,45.56
1986,6,7,21.45,11.06,28.7,15.67,23.47,6.48,38.44,7.84,37.75,96.3,1.72,55.81
1986,6,8,19.88,7.9,25.86,14.44,21.96,5.77,292.19,7.17,321.25,97.0,0.01,47.69
1986,6,9,20.98,6.33,29.36,13.01,23.84,3.46,206.81,5.08,219.44,97.19,0.0,43.44
1986,6,10,23.19,8.58,31.76,14.64,25.8,1.56,168.12,2.09,174.69,96.9,0.0,44.12
1986,6,11,24.04,7.46,32.35,15.55,27.46,2.15,109.0,3.34,119.44,96.9,0.0,40.06
1986,6,12,25.71,7.4,34.27,17.87,28.45,2.7,183.25,3.77,186.5,96.65,0.0,35.25
1986,6,13,23.24,6.97,31.31,15.77,26.28,4.62,188.12,5.61,214.88,96.52,0.0,38.69
1986,6,14,22.9,8.32,29.62,14.65,25.94,2.27,234.19,3.07,236.5,96.63,0.0,42.62
1986,6,15,23.78,11.5,31.29,16.67,26.22,4.04,146.38,4.94,148.38,96.74,0.8,51.62
1986,6,16,24.0,10.2,30.46,17.73,25.83,4.5,79.12,5.84,79.94,96.7,0.32,45.75
1986,6,17,24.86,11.73,31.06,18.54,26.8,5.32,42.0,6.95,41.19,96.7,1.12,46.5
1986,6,18,24.11,12.28,31.46,16.46,26.73,2.63,150.0,3.84,147.44,96.9,2.67,51.25
1986,6,19,25.05,12.81,31.98,17.24,26.63,2.88,211.62,3.63,212.94,96.85,1.31,50.94
1986,6,20,25.89,14.66,34.01,17.83,28.37,2.59,150.31,3.32,154.06,96.77,1.86,55.31
1986,6,21,27.44,11.06,35.8,18.73,29.62,2.05,149.88,2.77,147.5,96.68,0.0,41.62
1986,6,22,27.33,11.08,35.04,20.15,28.97,4.8,44.06,6.5,43.06,96.75,0.0,39.25
1986,6,23,26.77,9.46,35.59,18.46,29.1,2.95,132.69,3.95,130.44,96.94,0.0,38.44
1986,6,24,29.7,9.12,37.93,21.58,31.6,2.65,196.31,3.69,197.56,96.92,0.0,30.94
1986,6,25,31.76,9.31,40.76,23.15,33.62,2.73,161.06,3.95,162.25,96.93,0.0,27.81
1986,6,26,29.69,9.99,38.55,22.2,32.07,3.02,67.62,3.9,64.31,97.15,0.0,33.75
1986,6,27,29.9,9.62,39.57,21.08,32.51,2.1,97.25,2.72,102.75,97.14,0.0,32.56
1986,6,28,29.37,11.46,37.3,22.33,31.81,3.41,139.19,3.95,137.75,97.11,0.0,35.88
1986,6,29,28.33,9.12,37.24,20.92,30.71,3.84,179.31,4.62,182.12,96.85,0.0,34.06
1986,6,30,28.97,9.97,36.98,21.23,30.62,4.55,132.69,5.51,132.19,96.68,0.03,34.31
1986,7,1,27.14,12.83,33.47,20.45,29.35,6.45,44.06,7.79,43.44,96.84,0.05,43.69
1986,7,2,26.49,11.96,33.2,19.51,29.54,4.5,67.81,5.54,66.44,97.12,0.01,45.56
1986,7,3,28.25,12.36,37.0,19.98,30.62,3.23,183.81,3.98,188.31,97.08,0.04,42.69
1986,7,4,28.53,14.18,37.41,21.93,31.38,3.3,155.38,3.74,159.44,97.05,0.1,44.5
1986,7,5,24.3,17.26,28.69,20.85,25.38,3.34,85.69,4.27,86.75,97.18,19.54,65.5
1986,7,6,28.14,14.32,37.76,19.18,30.02,2.14,130.88,2.8,135.38,96.83,0.16,49.25
1986,7,7,30.48,12.27,39.11,22.31,32.22,2.88,162.0,4.01,174.5,96.65,0.0,37.12
1986,7,8,27.76,10.15,36.21,20.45,29.77,4.11,224.31,5.49,222.81,96.9,0.0,38.69
1986,7,9,28.88,10.45,38.69,18.98,31.44,2.09,178.38,3.22,220.38,96.96,0.0,36.31
1986,7,10,28.09,12.78,36.65,20.5,31.01,2.56,77.88,3.38,75.0,97.05,0.01,42.44
1986,7,11,28.4,14.26,37.01,20.68,30.93,3.19,133.06,3.8,136.38,96.89,0.21,46.5
1986,7,12,27.59,12.93,35.44,20.58,30.74,3.22,99.88,3.98,98.75,96.75,0.31,44.25
1986,7,13,26.87,13.58,34.94,20.14,29.19,3.63,133.88,4.5,135.81,96.52,0.02,48.12
1986,7,14,26.37,14.82,33.64,20.84,28.52,5.96,30.31,7.28,29.56,96.53,0.64,51.56
1986,7,15,25.59,11.91,32.4,18.86,28.08,5.97,48.0,7.23,46.69,96.85,0.03,45.75
1986,7,16,25.92,11.11,34.23,18.03,29.35,3.02,120.44,4.13,159.56,97.14,0.0,43.81
1986,7,17,26.94,12.92,34.92,19.28,30.43,2.73,105.12,3.15,105.69,97.14,0.16,46.0
1986,7,18,27.66,13.78,35.84,20.02,31.1,2.55,135.5,3.1,142.0,96.87,0.47,46.94
1986,7,19,26.24,14.37,32.42,20.78,28.61,4.37,47.75,5.34,47.81,96.66,1.13,50.88
1986,7,20,23.94,9.44,30.15,18.83,26.55,4.48,310.5,5.86,309.12,96.7,0.15,43.06
1986,7,21,23.85,9.26,31.55,15.53,26.93,3.52,241.12,5.02,239.62,96.82,0.0,44.0
1986,7,22,25.79,10.54,33.98,18.29,29.23,1.83,169.62,2.77,172.81,96.99,0.0,42.69
1986,7,23,27.48,11.43,36.29,19.37,29.83,2.77,183.12,3.75,185.81,97.04,0.0,44.44
1986,7,24,29.44,10.91,40.06,19.43,31.37,3.09,183.38,4.18,184.5,97.08,0.0,41.69
1986,7,25,32.62,5.77,41.91,24.05,33.61,3.72,213.94,5.19,215.12,97.0,0.03,22.06
1986,7,26,32.58,4.86,40.76,25.86,32.89,3.82,218.0,4.87,217.62,96.83,0.0,19.81
1986,7,27,30.13,9.03,38.29,23.68,31.73,3.58,116.94,4.63,118.94,97.01,0.0,29.19
1986,7,28,30.27,9.04,40.01,20.89,31.95,3.72,187.06,5.16,188.69,97.18,0.0,33.69
1986,7,29,32.21,7.13,42.3,23.01,34.15,2.95,181.06,4.13,196.38,97.06,0.0,26.06
1986,7,30,30.0,11.33,38.64,21.99,32.92,2.91,93.0,3.5,90.88,96.93,0.0,36.12
1986,7,31,29.33,12.6,37.73,22.44,32.44,2.88,114.12,3.27,113.06,96.88,0.0,39.94
1986,8,1,27.85,13.52,36.08,20.15,30.61,3.84,157.88,4.62,159.19,97.19,0.34,47.06
1986,8,2,29.36,11.81,37.73,20.87,31.44,3.89,195.56,5.09,197.75,97.27,1.44,39.56
1986,8,3,30.36,11.09,37.38,24.05,32.12,4.32,204.62,6.2,207.44,96.91,0.02,32.62
1986,8,4,31.41,11.42,40.69,22.76,33.15,2.97,164.0,4.26,193.56,96.73,6.41,34.94
1986,8,5,29.0,16.19,37.22,23.5,30.69,3.19,133.12,4.34,130.12,97.09,4.9,49.06
1986,8,6,27.73,15.7,34.46,22.06,29.17,1.93,95.25,3.12,88.75,97.05,5.35,50.62
1986,8,7,26.44,10.38,33.83,18.73,28.2,4.15,178.5,5.85,207.44,96.8,0.0,41.38
1986,8,8,27.68,14.58,35.17,20.58,30.12,2.38,189.0,3.26,192.88,96.83,1.59,49.44
1986,8,9,28.24,14.26,36.25,20.62,30.41,3.15,179.5,4.42,182.62,97.01,0.26,48.25
1986,8,10,28.86,14.69,37.1,21.75,31.2,2.8,163.69,3.41,166.81,97.1,0.07,47.38
1986,8,11,30.33,13.25,37.86,23.56,32.05,2.62,201.69,3.61,204.12,96.96,0.83,38.94
1986,8,12,31.28,12.87,38.36,24.53,32.64,2.37,201.25,3.24,183.12,96.86,0.2,34.94
1986,8,13,32.22,13.85,39.47,25.6,33.62,1.95,218.06,2.57,220.12,96.72,3.04,35.19
1986,8,14,31.8,12.97,38.58,25.55,33.69,1.52,193.69,2.46,208.25,96.77,0.05,34.56
1986,8,15,29.08,14.73,36.28,23.26,30.57,3.25,98.75,4.46,97.75,96.8,6.97,44.5
1986,8,16,27.51,13.56,35.21,20.02,29.41,3.3,54.0,4.69,52.25,97.04,0.0,46.94
1986,8,17,28.07,11.9,36.04,20.76,30.05,2.59,155.25,3.52,151.38,97.06,0.0,41.75
1986,8,18,27.32,14.46,35.58,19.5,29.08,3.86,183.31,5.12,184.94,96.92,0.17,51.31
1986,8,19,29.12,13.61,38.37,20.71,30.81,3.39,192.19,4.98,194.44,96.84,0.0,45.06
1986,8,20,29.6,12.12,37.94,21.99,31.54,2.68,104.0,3.62,104.06,97.06,0.0,37.62
1986,8,21,28.13,14.85,35.7,21.03,31.01,2.71,84.69,3.69,81.69,97.07,0.0,48.69
1986,8,22,28.86,10.26,36.59,21.78,31.46,2.57,145.25,3.57,143.75,96.83,0.0,36.5
1986,8,23,30.76,9.93,39.66,21.49,32.31,3.49,223.75,5.25,227.81,96.47,0.0,32.56
1986,8,24,30.56,10.04,38.44,23.42,32.37,3.64,157.69,5.15,159.31,96.61,0.0,30.94
1986,8,25,27.86,14.17,34.81,21.98,30.43,4.8,66.0,6.09,65.06,96.97,0.0,46.25
1986,8,26,28.41,12.8,36.66,20.58,30.78,3.38,164.06,4.55,167.44,96.7,0.0,43.06
1986,8,27,30.14,11.22,38.77,23.44,32.0,2.73,188.94,3.74,192.31,96.35,0.0,35.81
1986,8,28,30.27,12.81,40.59,20.82,32.44,2.97,140.31,4.3,143.94,96.38,0.0,45.31
1986,8,29,29.9,14.26,38.41,22.86,32.01,4.87,93.56,6.2,94.31,96.72,0.04,42.5
1986,8,30,26.94,15.18,34.05,21.7,29.31,5.36,58.81,6.55,58.5,97.08,0.07,52.0
1986,8,31,27.24,14.76,35.12,20.08,28.96,2.47,113.75,3.27,114.62,96.93,0.05,50.0
1986,9,1,29.56,15.67,38.23,23.26,32.16,3.34,108.19,4.02,103.75,96.92,0.1,47.75
1986,9,2,24.44,8.89,31.21,18.76,26.62,6.14,138.81,7.69,137.94,97.26,0.0,41.75
1986,9,3,22.63,9.44,30.1,15.02,25.56,3.18,118.75,4.7,117.31,97.3,0.0,48.56
1986,9,4,25.2,8.79,33.57,17.7,27.7,2.9,140.56,4.41,153.44,97.11,0.0,39.44
1986,9,5,25.85,7.89,34.37,17.3,28.71,2.31,200.38,3.73,198.56,97.24,0.0,36.81
1986,9,6,25.1,11.33,32.91,18.4,28.45,2.87,54.62,3.92,62.44,97.26,0.0,46.5
1986,9,7,25.23,13.12,32.68,18.16,28.52,2.7,105.88,3.28,105.56,97.03,0.0,52.75
1986,9,8,25.12,14.22,32.1,18.91,27.14,3.44,172.44,4.73,174.62,96.9,2.6,55.56
1986,9,9,25.3,13.44,31.4,20.8,26.83,2.11,210.12,3.31,215.5,96.62,1.93,52.38
1986,9,10,24.01,13.63,29.69,19.3,25.87,3.5,178.38,4.74,176.38,96.55,1.7,54.62
1986,9,11,23.23,11.11,30.58,16.72,25.52,3.26,171.25,4.92,169.56,96.83,0.01,51.62
1986,9,12,24.49,10.65,31.35,18.23,25.94,3.24,205.06,4.38,206.0,96.8,0.0,47.19
1986,9,13,23.94,13.58,28.71,19.12,25.51,2.63,129.56,4.02,129.25,97.04,2.36,54.12
1986,9,14,24.18,15.05,30.69,18.69,26.32,3.15,81.5,4.3,81.5,97.14,0.63,59.5
1986,9,15,24.61,16.87,30.91,19.98,26.48,2.62,156.75,3.44,158.19,97.03,1.93,65.19
1986,9,16,24.43,16.64,29.65,20.51,25.0,2.38,164.56,3.49,165.94,96.95,1.6,64.81
1986,9,17,25.79,15.23,33.25,20.3,27.21,2.73,183.25,3.72,184.38,96.89,0.22,57.06
1986,9,18,26.3,15.01,34.19,20.37,27.68,2.16,116.25,2.84,116.38,97.1,0.0,56.12
1986,9,19,27.18,11.47,35.34,20.67,28.0,2.9,148.06,4.0,146.31,97.49,0.0,41.38
1986,9,20,28.23,9.24,36.74,20.16,29.03,1.95,246.62,2.92,249.56,97.63,0.0,34.19
1986,9,21,26.61,13.3,34.14,20.74,27.66,5.89,340.44,7.84,339.62,97.24,0.01,47.5
1986,9,22,22.01,11.32,28.04,17.33,23.19,6.11,122.69,8.29,122.12,97.21,0.0,54.31
1986,9,23,21.92,6.72,31.05,14.18,23.74,2.72,213.88,4.46,226.69,97.43,0.0,45.0
1986,9,24,24.87,8.23,33.81,17.1,25.56,4.58,233.38,6.45,235.12,97.09,0.0,38.06
1986,9,25,25.13,7.26,33.02,18.47,26.25,3.82,213.75,5.73,215.75,96.78,0.02,36.12
1986,9,26,21.89,13.26,26.67,18.55,22.99,2.35,122.88,3.39,124.0,96.76,0.05,62.12
1986,9,27,20.23,13.58,25.73,16.96,21.17,2.66,67.19,3.74,67.88,96.92,0.31,67.5
1986,9,28,19.41,14.65,22.58,16.85,19.58,5.16,33.25,7.04,33.5,97.14,3.35,75.06
1986,9,29,20.6,16.87,25.91,16.67,21.16,6.88,41.94,8.87,43.0,96.95,2.95,80.75
1986,9,30,22.27,17.27,27.9,19.3,22.41,5.04,115.88,7.05,116.81,96.68,7.15,76.25
1986,10,1,23.48,16.52,30.32,19.24,24.24,4.65,95.5,6.56,96.62,96.89,1.69,71.44
1986,10,2,22.32,18.4,27.49,18.33,23.16,5.04,82.56,6.78,83.62,97.21,4.81,80.62
1986,10,3,21.64,16.4,28.36,17.47,22.89,2.79,97.44,3.91,97.44,97.33,0.21,76.0
1986,10,4,22.4,16.75,29.58,18.26,23.47,2.5,119.62,3.59,121.19,97.27,0.23,74.81
1986,10,5,21.3,16.12,25.19,18.29,21.04,2.13,178.12,2.75,178.62,97.31,0.83,74.44
1986,10,6,22.21,14.79,28.48,19.09,22.47,2.72,151.25,3.28,151.75,97.42,0.17,64.81
1986,10,7,21.33,15.72,26.79,17.72,22.54,4.38,74.31,5.98,75.5,97.34,0.23,73.94
1986,10,8,20.9,14.89,26.37,16.58,22.08,2.97,60.88,4.45,61.0,97.14,0.98,71.75
1986,10,9,19.6,14.6,22.35,17.22,19.13,2.02,59.06,2.77,58.94,97.03,5.46,73.56
1986,10,10,20.35,12.52,26.18,15.17,21.23,2.01,79.44,2.93,79.06,97.08,1.93,63.12
1986,10,11,20.21,13.25,25.86,16.28,20.85,2.7,183.94,3.8,184.75,97.27,1.99,66.0
1986,10,12,20.46,14.58,26.08,16.12,20.96,2.56,161.44,3.7,162.5,97.35,1.27,72.56
1986,10,13,20.76,14.8,27.45,16.28,21.61,2.83,134.19,4.01,135.06,97.44,0.85,72.88
1986,10,14,18.69,15.55,21.26,16.34,18.94,2.21,113.31,3.29,114.06,97.5,1.12,82.62
1986,10,15,20.16,13.03,26.44,15.93,20.46,2.26,173.25,3.12,173.81,97.22,1.64,67.38
1986,10,16,20.72,11.11,27.37,15.56,20.13,1.9,238.31,2.58,237.75,97.08,1.21,57.81
1986,10,17,19.67,12.47,24.99,14.71,20.44,2.74,209.31,3.89,194.38,97.02,0.18,65.38
1986,10,18,20.03,11.74,25.3,16.39,20.5,1.64,196.75,2.38,199.5,96.76,2.54,60.75
1986,10,19,20.41,11.34,27.01,15.62,20.47,2.3,250.75,3.19,252.06,96.88,0.99,59.56
1986,10,20,19.55,11.85,26.76,13.73,20.58,2.3,258.12,3.66,261.0,97.22,0.01,65.25
1986,10,21,19.2,10.73,27.04,13.14,19.91,3.54,232.44,5.51,246.62,97.4,0.0,62.88
1986,10,22,19.9,10.89,27.59,13.69,20.45,3.16,251.94,5.02,253.5,97.34,0.0,59.62
1986,10,23,21.99,7.79,30.97,14.42,22.03,3.79,279.06,5.84,280.5,96.76,0.06,43.19
1986,10,24,17.37,11.63,20.34,12.61,17.27,3.86,98.19,5.77,98.0,96.92,1.44,69.44
1986,10,25,16.33,8.23,23.41,10.17,17.23,2.44,223.31,3.81,240.44,97.24,0.07,61.75
1986,10,26,17.88,9.51,23.5,12.29,18.36,5.23,254.25,7.43,253.81,97.34,0.27,59.44
1986,10,27,14.97,6.87,20.59,10.34,15.69,4.91,320.56,7.04,320.31,97.36,0.17,61.0
1986,10,28,12.96,6.51,17.9,9.68,13.29,6.53,331.81,8.98,332.31,97.0,1.98,67.06
1986,10,29,14.43,8.23,19.4,10.34,14.48,8.53,335.19,11.31,335.75,96.82,0.78,68.31
1986,10,30,15.47,9.71,22.1,10.74,15.58,5.95,340.56,8.51,340.75,96.92,0.72,70.44
1986,10,31,15.45,9.62,22.25,10.3,16.1,2.91,246.62,4.63,245.62,97.0,1.22,71.44
1986,11,1,15.23,8.09,22.01,9.51,15.67,2.58,285.62,4.18,286.12,97.19,0.09,66.62
1986,11,2,16.29,5.4,23.82,9.52,16.15,4.62,271.19,6.88,272.0,97.0,0.03,51.81
1986,11,3,14.69,4.89,21.51,9.4,14.98,5.2,309.81,7.96,309.44,96.82,0.1,57.06
1986,11,4,13.12,5.88,19.8,8.85,13.23,5.68,328.69,8.51,328.75,97.07,0.41,64.31
1986,11,5,11.74,5.68,17.84,7.34,12.11,4.09,330.75,6.48,330.62,97.38,0.46,70.25
1986,11,6,11.82,5.53,17.8,6.49,12.06,4.37,332.0,6.91,317.19,97.8,0.57,68.62
1986,11,7,12.79,6.0,20.36,7.09,12.95,3.77,223.62,5.87,223.62,97.84,0.06,67.62
1986,11,8,13.22,6.45,21.11,7.27,13.66,2.49,256.88,3.98,258.62,97.45,0.0,67.31
1986,11,9,12.82,1.57,20.73,7.3,12.9,2.77,230.56,4.4,231.38,97.49,0.0,48.81
1986,11,10,13.69,3.7,20.55,8.39,13.12,2.69,199.0,3.79,199.62,97.77,0.0,52.56
1986,11,11,13.94,10.57,19.12,10.84,13.51,2.22,98.31,3.02,98.88,97.84,0.55,81.81
1986,11,12,13.37,9.6,19.94,7.99,13.23,2.34,126.5,3.31,126.44,97.69,0.08,79.38
1986,11,13,12.95,10.32,18.54,9.82,12.54,2.52,78.25,3.66,64.19,97.4,1.48,84.94
1986,11,14,13.84,6.76,21.21,8.87,13.9,2.34,225.94,3.56,225.88,97.31,0.0,66.62
1986,11,15,13.35,7.7,20.33,8.76,12.95,2.7,172.56,3.89,172.81,97.26,0.0,71.81
1986,11,16,14.73,9.67,20.69,10.45,14.78,5.35,89.25,7.59,90.12,97.18,0.23,75.0
1986,11,17,13.4,9.74,17.55,10.97,12.94,5.66,92.62,8.46,93.81,96.86,2.29,80.38
1986,11,18,13.98,11.32,18.61,11.54,13.71,5.59,56.25,7.91,57.5,96.83,23.21,85.31
1986,11,19,12.59,10.59,16.14,10.08,12.54,5.45,95.25,7.64,95.62,97.19,10.24,88.19
1986,11,20,12.21,8.22,18.3,8.31,12.23,3.48,150.06,5.57,150.0,97.35,0.45,78.5
1986,11,21,11.61,6.89,16.99,7.13,11.36,2.48,211.44,3.65,225.62,97.26,0.22,74.81
1986,11,22,11.3,4.33,16.86,6.65,10.54,2.36,274.69,3.76,273.94,97.08,0.04,63.5
1986,11,23,12.69,4.84,19.89,7.28,12.39,5.42,257.06,8.19,257.75,96.68,0.49,60.44
1986,11,24,10.05,5.09,12.41,6.53,9.87,5.95,301.31,8.64,301.5,96.38,8.04,72.5
1986,11,25,10.76,8.21,14.34,6.09,10.33,7.55,203.62,10.48,204.88,96.77,6.7,84.62
1986,11,26,13.53,9.62,18.23,10.76,13.19,8.26,181.5,11.25,167.38,97.16,1.27,79.44
1986,11,27,12.83,9.31,18.52,8.79,12.66,5.62,219.69,8.55,234.81,97.5,0.35,81.25
1986,11,28,10.55,5.31,16.53,5.32,9.94,2.41,270.25,3.84,269.5,97.68,0.01,72.75
1986,11,29,11.98,4.34,17.2,7.91,10.11,1.31,283.31,1.8,282.56,97.58,0.11,61.0
1986,11,30,10.43,5.64,15.98,5.9,9.9,2.75,230.06,3.98,229.75,97.73,0.13,73.69
1986,12,1,10.98,5.92,16.73,6.57,10.03,1.74,226.75,2.4,227.62,97.89,0.85,73.31
1986,12,2,9.88,5.64,15.33,5.12,9.68,3.36,144.06,5.35,144.12,98.02,2.52,76.69
1986,12,3,9.9,6.86,15.83,5.55,9.79,3.88,177.81,6.2,163.0,98.51,0.83,82.31
1986,12,4,10.18,7.73,15.05,5.73,10.15,3.16,48.38,4.85,49.38,98.65,1.13,83.0
1986,12,5,10.31,8.74,13.51,8.15,10.11,2.98,44.75,4.35,45.06,98.29,1.75,90.0
1986,12,6,10.15,5.74,16.07,6.25,9.78,3.2,162.12,4.92,161.94,97.95,0.01,76.88
1986,12,7,9.4,3.41,16.23,4.31,8.74,1.98,264.19,2.99,267.0,97.71,0.0,69.69
1986,12,8,8.73,2.08,13.67,4.49,7.33,1.81,281.88,2.8,282.75,97.42,0.0,63.75
1986,12,9,8.15,2.73,14.23,3.38,7.51,3.82,240.38,6.03,240.56,97.29,0.08,70.44
1986,12,10,8.81,6.23,11.54,6.63,8.42,2.11,196.31,3.01,196.38,97.29,2.51,84.0
1986,12,11,9.66,7.68,13.19,6.86,9.25,4.69,156.5,6.88,156.88,97.36,1.21,87.81
1986,12,12,9.71,6.65,15.04,6.29,9.51,4.3,302.81,6.6,303.06,97.58,0.3,82.62
1986,12,13,9.03,5.2,16.37,3.81,8.71,3.98,270.0,6.44,270.5,97.52,0.5,78.12
1986,12,14,8.75,3.59,14.54,4.22,8.49,5.84,245.06,8.81,245.38,97.15,0.55,72.12
1986,12,15,9.83,3.9,15.62,7.03,8.73,4.15,246.88,5.81,246.81,96.98,7.27,68.25
1986,12,16,8.69,3.84,15.77,2.89,7.76,3.14,295.5,4.56,294.94,97.32,0.16,73.56
1986,12,17,8.99,5.21,15.22,4.93,8.56,5.44,317.75,8.59,318.0,97.63,0.71,79.44
1986,12,18,8.06,3.11,14.69,3.29,7.37,4.62,315.75,7.16,316.19,98.0,0.34,73.75
1986,12,19,11.01,1.62,21.36,4.7,10.15,4.95,271.56,8.15,272.25,97.55,0.0,55.81
1986,12,20,11.03,6.23,16.98,6.07,10.62,2.81,318.0,4.28,318.12,97.51,0.9,73.44
1986,12,21,10.0,5.37,16.92,4.96,9.72,5.07,256.19,7.44,257.12,97.02,0.01,75.56
1986,12,22,9.28,5.68,15.28,5.8,9.26,4.62,256.81,6.61,271.31,96.44,0.58,79.31
1986,12,23,5.14,2.57,7.12,4.03,5.29,1.41,249.94,2.23,249.06,96.67,4.88,83.75
1986,12,24,5.22,0.72,8.8,2.96,5.08,5.65,320.06,8.15,320.38,96.38,1.03,74.31
1986,12,25,4.2,0.05,8.08,1.58,3.87,6.5,317.81,9.62,317.88,96.81,0.87,76.25
1986,12,26,6.23,2.86,12.05,1.07,5.76,5.52,289.06,8.59,290.12,97.08,0.73,80.44
1986,12,27,8.33,4.37,16.3,3.4,7.64,6.57,306.19,10.02,306.69,97.04,0.67,77.25
